zip,city,state,county,payout
55304,Andover,MN,Anoka County,48.5
55303,Anoka,MN,Anoka County,48.5
56011,Belle Plaine,MN,Scott County,48.5
55005,Bethel,MN,Anoka County,48.5
55306,Burnsville,MN,Dakota County,48.5
55337,Burnsville,MN,Dakota County,48.5
55315,Carver,MN,Carver County,48.5
55011,Cedar,MN,Anoka County,48.5
55316,Champlin,MN,Hennepin County,48.5
55317,Chanhassen,MN,Carver County,48.5
55318,Chaska,MN,Carver County,48.5
55014,Circle Pines,MN,Anoka County,48.5
55322,Cologne,MN,Carver County,48.5
55016,Cottage Grove,MN,Washington County,48.5
55323,Crystal Bay,MN,Hennepin County,48.5
55327,Dayton,MN,Hennepin County,48.5
55344,Eden Prairie,MN,Hennepin County,48.5
55346,Eden Prairie,MN,Hennepin County,48.5
55347,Eden Prairie,MN,Hennepin County,48.5
55020,Elko New Market,MN,Scott County,48.5
55054,Elko New Market,MN,Scott County,48.5
55331,Excelsior,MN,Hennepin County,48.5
55024,Farmington,MN,Dakota County,48.5
55025,Forest Lake,MN,Washington County,48.5
55339,Hamburg,MN,Carver County,48.5
55340,Hamel,MN,Hennepin County,48.5
55031,Hampton,MN,Dakota County,48.5
55033,Hastings,MN,Dakota County,48.5
55305,Hopkins,MN,Hennepin County,48.5
55343,Hopkins,MN,Hennepin County,48.5
55038,Hugo,MN,Washington County,48.5
55076,Inver Grove Heights,MN,Dakota County,48.5
55077,Inver Grove Heights,MN,Dakota County,48.5
55352,Jordan,MN,Scott County,48.5
55042,Lake Elmo,MN,Washington County,48.5
55044,Lakeville,MN,Dakota County,48.5
55356,Long Lake,MN,Hennepin County,48.5
55311,Maple Grove,MN,Hennepin County,48.5
55359,Maple Plain,MN,Hennepin County,48.5
55360,Mayer,MN,Carver County,48.5
55150,Mendota,MN,Dakota County,48.5
55401,Minneapolis,MN,Hennepin County,48.5
55402,Minneapolis,MN,Hennepin County,48.5
55403,Minneapolis,MN,Hennepin County,48.5
55404,Minneapolis,MN,Hennepin County,48.5
55405,Minneapolis,MN,Hennepin County,48.5
55406,Minneapolis,MN,Hennepin County,48.5
55407,Minneapolis,MN,Hennepin County,48.5
55408,Minneapolis,MN,Hennepin County,48.5
55409,Minneapolis,MN,Hennepin County,48.5
55410,Minneapolis,MN,Hennepin County,48.5
55411,Minneapolis,MN,Hennepin County,48.5
55412,Minneapolis,MN,Hennepin County,48.5
55413,Minneapolis,MN,Hennepin County,48.5
55414,Minneapolis,MN,Hennepin County,48.5
55415,Minneapolis,MN,Hennepin County,48.5
55416,Minneapolis,MN,Hennepin County,48.5
55417,Minneapolis,MN,Hennepin County,48.5
55418,Minneapolis,MN,Hennepin County,48.5
55419,Minneapolis,MN,Hennepin County,48.5
55420,Minneapolis,MN,Hennepin County,48.5
55421,Minneapolis,MN,Anoka County,48.5
55422,Minneapolis,MN,Hennepin County,48.5
55423,Minneapolis,MN,Hennepin County,48.5
55424,Minneapolis,MN,Hennepin County,48.5
55425,Minneapolis,MN,Hennepin County,48.5
55426,Minneapolis,MN,Hennepin County,48.5
55427,Minneapolis,MN,Hennepin County,48.5
55428,Minneapolis,MN,Hennepin County,48.5
55429,Minneapolis,MN,Hennepin County,48.5
55430,Minneapolis,MN,Hennepin County,48.5
55431,Minneapolis,MN,Hennepin County,48.5
55432,Minneapolis,MN,Anoka County,48.5
55433,Minneapolis,MN,Anoka County,48.5
55434,Minneapolis,MN,Anoka County,48.5
55435,Minneapolis,MN,Hennepin County,48.5
55436,Minneapolis,MN,Hennepin County,48.5
55437,Minneapolis,MN,Hennepin County,48.5
55438,Minneapolis,MN,Hennepin County,48.5
55439,Minneapolis,MN,Hennepin County,48.5
55441,Minneapolis,MN,Hennepin County,48.5
55442,Minneapolis,MN,Hennepin County,48.5
55443,Minneapolis,MN,Hennepin County,48.5
55444,Minneapolis,MN,Hennepin County,48.5
55445,Minneapolis,MN,Hennepin County,48.5
55446,Minneapolis,MN,Hennepin County,48.5
55447,Minneapolis,MN,Hennepin County,48.5
55448,Minneapolis,MN,Anoka County,48.5
55449,Minneapolis,MN,Anoka County,48.5
55450,Minneapolis,MN,Hennepin County,48.5
55454,Minneapolis,MN,Hennepin County,48.5
55455,Minneapolis,MN,Hennepin County,48.5
55487,Minneapolis,MN,Hennepin County,48.5
55345,Minnetonka,MN,Hennepin County,48.5
55361,Minnetonka Beach,MN,Hennepin County,48.5
55364,Mound,MN,Hennepin County,48.5
55392,Navarre,MN,Hennepin County,48.5
55367,New Germany,MN,Carver County,48.5
56071,New Prague,MN,Scott County,48.5
55055,Newport,MN,Washington County,48.5
55368,Norwood Young America,MN,Carver County,48.5
55369,Osseo,MN,Hennepin County,48.5
55372,Prior Lake,MN,Scott County,48.5
55065,Randolph,MN,Dakota County,48.5
55374,Rogers,MN,Hennepin County,48.5
55068,Rosemount,MN,Dakota County,48.5
55375,Saint Bonifacius,MN,Hennepin County,48.5
55070,Saint Francis,MN,Anoka County,48.5
55101,Saint Paul,MN,Ramsey County,48.5
55102,Saint Paul,MN,Ramsey County,48.5
55103,Saint Paul,MN,Ramsey County,48.5
55104,Saint Paul,MN,Ramsey County,48.5
55105,Saint Paul,MN,Ramsey County,48.5
55106,Saint Paul,MN,Ramsey County,48.5
55107,Saint Paul,MN,Ramsey County,48.5
55108,Saint Paul,MN,Ramsey County,48.5
55109,Saint Paul,MN,Ramsey County,48.5
55110,Saint Paul,MN,Ramsey County,48.5
55111,Saint Paul,MN,Hennepin County,48.5
55112,Saint Paul,MN,Ramsey County,48.5
55113,Saint Paul,MN,Ramsey County,48.5
55114,Saint Paul,MN,Ramsey County,48.5
55115,Saint Paul,MN,Washington County,48.5
55116,Saint Paul,MN,Ramsey County,48.5
55117,Saint Paul,MN,Ramsey County,48.5
55118,Saint Paul,MN,Dakota County,48.5
55119,Saint Paul,MN,Ramsey County,48.5
55120,Saint Paul,MN,Dakota County,48.5
55121,Saint Paul,MN,Dakota County,48.5
55122,Saint Paul,MN,Dakota County,48.5
55123,Saint Paul,MN,Dakota County,48.5
55124,Saint Paul,MN,Dakota County,48.5
55125,Saint Paul,MN,Washington County,48.5
55126,Saint Paul,MN,Ramsey County,48.5
55127,Saint Paul,MN,Ramsey County,48.5
55128,Saint Paul,MN,Washington County,48.5
55129,Saint Paul,MN,Washington County,48.5
55130,Saint Paul,MN,Ramsey County,48.5
55155,Saint Paul,MN,Ramsey County,48.5
55071,Saint Paul Park,MN,Washington County,48.5
55378,Savage,MN,Scott County,48.5
55379,Shakopee,MN,Scott County,48.5
55075,South Saint Paul,MN,Dakota County,48.5
55384,Spring Park,MN,Hennepin County,48.5
55082,Stillwater,MN,Washington County,48.5
55085,Vermillion,MN,Dakota County,48.5
55386,Victoria,MN,Carver County,48.5
55387,Waconia,MN,Carver County,48.5
55388,Watertown,MN,Carver County,48.5
55391,Wayzata,MN,Hennepin County,48.5
55090,Willernie,MN,Washington County,48.5
55397,Young America,MN,Carver County,48.5
